SITE,TREE_ID,BAND_NUM,SP,ORG_DBH,BAND_DIAM,GAP_WIDTH,DBH,DOY,YEAR,DATE,NOTES,FLAG,DATA_SET,UNIQUE_ID,SKIP,ADJUST,REMOVE,NEW_BAND
SERC,140958,1,ACRU,56.3,55.1,31.45,56.328648,188,2017,NA,NA,NA,NSF,SERC1409581,0,0,0,0
SERC,141669,1,ACRU,61,60.7,4.07,60.991724,188,2017,NA,NA,NA,NSF,SERC1416691,0,0,0,0
SERC,150440,1,ACRU,65,62.6,15.25,65.014642,188,2017,NA,NA,NA,NSF,SERC1504401,0,0,0,0
SERC,150998,1,ACRU,53.1,51.8,35.27,53.227324,188,2017,NA,NA,NA,NSF,SERC1509981,0,0,0,0
SERC,151070,1,ACRU,82.8,81.8,36.82,82.902177,188,2017,NA,NA,NA,NSF,SERC1510701,0,0,0,0
SERC,151106,2,ACRU,46.3,45.7,16.53,46.728445,186,2017,NA,NA,NA,NSF,SERC1511062,0,0,0,0
SERC,152498,1,ACRU,65.7,65.6,40.26,65.837828,186,2017,NA,NA,NA,NSF,SERC1524981,0,0,0,0
SERC,152551,2,ACRU,87.6,84.3,6.78,87.701859,188,2017,NA,NA,NA,NSF,SERC1525512,0,0,0,0
SERC,153173,1,ACRU,41.4,40.8,8.86,41.40573,186,2017,NA,NA,NA,NSF,SERC1531731,0,0,0,0
SERC,160228,1,ACRU,17.7,17.5,53.34,17.985524,188,2017,NA,NA,NA,NSF,SERC1602281,0,0,0,0
SERC,160611,1,ACRU,10.4,10.4,8.74,10.507907,188,2017,NA,NA,NA,NSF,SERC1606111,0,0,0,0
SERC,10088,1,FAGR,29.5,29.6,13.82,29.695124,186,2017,NA,NA,NA,NSF,SERC100881,0,0,0,0
SERC,10263,1,FAGR,18.5,18.1,42.57,18.952318,186,2017,NA,NA,NA,NSF,SERC102631,0,0,0,0
SERC,10393,1,FAGR,67.3,65.9,56.43,67.482392,186,2017,NA,NA,NA,NSF,SERC103931,0,0,0,0
SERC,10824,1,FAGR,81,81.2,39.47,81.125096,186,2017,NA,NA,NA,NSF,SERC108241,0,0,0,0
SERC,10825,1,FAGR,91.9,91.2,63.6,92.190617,186,2017,NA,NA,NA,NSF,SERC108251,0,0,0,0
SERC,20948,1,FAGR,14.5,14.2,49.62,14.645786,186,2017,NA,NA,NA,NSF,SERC209481,0,0,0,0
SERC,20961,1,FAGR,61.8,61.7,52.31,61.936873,186,2017,NA,NA,NA,NSF,SERC209611,0,0,0,0
SERC,30193,1,FAGR,32.6,32.5,80.52,32.993113,186,2017,NA,NA,NA,NSF,SERC301931,0,0,0,0
SERC,30277,1,FAGR,11,11,9.32,11.054431,186,2017,NA,NA,NA,NSF,SERC302771,0,0,0,0
SERC,30900,1,FAGR,30,30.2,47.62,30.090082,186,2017,NA,NA,NA,NSF,SERC309001,0,0,0,0
SERC,30971,1,FAGR,53.6,53.6,77.64,53.694856,186,2017,NA,NA,NA,NSF,SERC309711,0,0,0,0
SERC,31048,1,FAGR,19.5,19.6,59.77,19.564617,186,2017,NA,NA,NA,NSF,SERC310481,0,0,0,0
SERC,31246,1,FAGR,45,44,58.39,45.108862,186,2017,NA,NA,NA,NSF,SERC312461,0,0,0,0
SERC,40756,1,FAGR,75.6,73.2,17.84,75.657296,186,2017,NA,NA,NA,NSF,SERC407561,0,0,0,0
SERC,41014,1,FAGR,44.1,43.6,44.65,44.202814,186,2017,NA,NA,NA,NSF,SERC410141,0,0,0,0
SERC,41489,1,FAGR,46.9,46.3,41.62,46.984989,186,2017,NA,NA,NA,NSF,SERC414891,0,0,0,0
SERC,41544,1,FAGR,44.5,44.6,21.68,44.542972,186,2017,NA,NA,NA,NSF,SERC415441,0,0,0,0
SERC,41628,1,FAGR,37.3,35.8,40.71,37.427961,186,2017,NA,NA,NA,NSF,SERC416281,0,0,0,0
SERC,41658,1,FAGR,43.6,43.5,84.05,43.755972,186,2017,NA,NA,NA,NSF,SERC416581,0,0,0,0
SERC,42177,1,FAGR,48.6,48.2,49.62,48.764885,186,2017,NA,NA,NA,NSF,SERC421771,0,0,0,0
SERC,42277,1,FAGR,12.7,12.7,60.25,12.878572,186,2017,NA,NA,NA,NSF,SERC422771,0,0,0,0
SERC,43107,1,FAGR,49.4,48.6,31.2,49.409549,186,2017,NA,NA,NA,NSF,SERC431071,0,0,0,0
SERC,43245,2,FAGR,20.7,21.3,43.07,21.006851,186,2017,NA,NA,NA,NSF,SERC432452,0,0,0,0
SERC,43420,1,FAGR,86.6,87,49.71,86.71682,186,2017,NA,NA,NA,NSF,SERC434201,0,0,0,0
SERC,50913,1,FAGR,25.4,25.3,56.16,25.580163,186,2017,NA,NA,NA,NSF,SERC509131,0,0,0,0
SERC,60322,1,FAGR,14.8,14.5,13.36,15.024408,188,2017,NA,NA,NA,NSF,SERC603221,0,0,0,0
SERC,70266,1,FAGR,21.4,21.5,37.55,21.651147,188,2017,NA,NA,NA,NSF,SERC702661,0,0,0,0
SERC,70361,1,FAGR,64.5,64.4,48.02,64.602177,188,2017,NA,NA,NA,NSF,SERC703611,0,0,0,0
SERC,70905,1,FAGR,57.6,57.7,53.65,57.695175,188,2017,NA,NA,NA,NSF,SERC709051,0,0,0,0
SERC,71429,1,FAGR,64.8,64.2,21.14,64.94133,188,2017,NA,NA,NA,NSF,SERC714291,0,0,0,0
SERC,80322,1,FAGR,45,45.5,91.37,45.322766,186,2017,NA,NA,NA,NSF,SERC803221,0,0,0,0
SERC,80337,1,FAGR,50,50.4,104.43,50.258149,186,2017,NA,NA,NA,NSF,SERC803371,0,0,0,0
SERC,80469,1,FAGR,5.4,5.3,24.37,5.42451,186,2017,NA,NA,NA,NSF,SERC804691,0,0,0,0
SERC,80485,1,FAGR,45,44.9,78.19,45.141966,186,2017,NA,NA,NA,NSF,SERC804851,0,0,0,0
SERC,81040,1,FAGR,26.4,26.7,42.82,26.501541,186,2017,NA,NA,NA,NSF,SERC810401,0,0,0,0
SERC,81275,2,FAGR,8.6,8.7,11.33,8.617189,186,2017,NA,NA,NA,NSF,SERC812752,0,0,0,0
SERC,81278,1,FAGR,16.9,17.2,68.05,17.06011,186,2017,NA,NA,NA,NSF,SERC812781,0,0,0,0
SERC,91103,1,FAGR,25,24.3,18.95,25.451682,188,2017,NA,NA,NA,NSF,SERC911031,0,0,0,0
SERC,92008,1,FAGR,6.4,6.4,18.07,6.698256,188,2017,NA,NA,NA,NSF,SERC920081,0,0,0,0
SERC,100154,1,FAGR,34.8,34.4,9.07,34.900268,188,2017,NA,NA,NA,NSF,SERC1001541,0,0,0,0
SERC,101498,1,FAGR,9.7,9.4,9.64,9.756977,188,2017,NA,NA,NA,NSF,SERC1014981,0,0,0,0
SERC,110425,1,FAGR,7.1,7,11.21,7.242285,188,2017,NA,NA,NA,NSF,SERC1104251,0,0,0,0
SERC,111002,1,FAGR,9.7,10,36.9,10.130037,188,2017,NA,NA,NA,NSF,SERC1110021,0,0,0,0
SERC,130299,1,FAGR,24.2,24.5,64.22,24.371887,184,2017,NA,NA,NA,NSF,SERC1302991,0,0,0,0
SERC,130632,1,FAGR,22,22,9.21,22.002865,184,2017,NA,NA,NA,NSF,SERC1306321,0,0,0,0
SERC,140981,1,FAGR,9.8,9.8,11.32,9.951834,188,2017,NA,NA,NA,NSF,SERC1409811,0,0,0,0
SERC,142546,1,FAGR,11,10.7,10.06,11.116183,188,2017,NA,NA,NA,NSF,SERC1425461,0,0,0,0
SERC,150147,1,FAGR,27.5,27.2,36.06,27.776611,188,2017,NA,NA,NA,NSF,SERC1501471,0,0,0,0
SERC,160234,1,FAGR,7.3,6.7,10.56,7.431462,188,2017,NA,NA,NA,NSF,SERC1602341,0,0,0,0
SERC,49,1,FRAM2,27.1,27,18.67,27.370563,187,2017,NA,NA,NA,NSF,SERC491,0,0,0,0
SERC,21511,1,FRAM2,73.6,73.6,111.56,73.922766,186,2017,NA,NA,NA,NSF,SERC215111,0,0,0,0
SERC,21512,1,FRAM2,58.6,59.8,75.83,58.806583,186,2017,NA,NA,NA,NSF,SERC215121,0,0,0,0
SERC,30177,1,FRAM2,22.3,22.3,7.04,22.291087,186,2017,NA,NA,NA,NSF,SERC301771,0,0,0,0
SERC,30202,1,FRAM2,33.9,33.8,11.76,33.872307,186,2017,NA,NA,NA,NSF,SERC302021,0,0,0,0
SERC,30218,1,FRAM2,16.5,16.2,2.49,16.492679,186,2017,NA,NA,NA,NSF,SERC302181,0,0,0,0
SERC,30227,1,FRAM2,40.5,40.4,5.44,40.473899,186,2017,NA,NA,NA,NSF,SERC302271,0,0,0,0
SERC,30281,1,FRAM2,28.6,28.1,32.34,28.679577,186,2017,NA,NA,NA,NSF,SERC302811,0,0,0,0
SERC,30282,1,FRAM2,49.9,49.9,84.05,50.072842,186,2017,NA,NA,NA,NSF,SERC302821,0,0,0,0
SERC,30654,1,FRAM2,80.2,80.2,16.03,80.408175,186,2017,NA,NA,NA,NSF,SERC306541,0,0,0,0
SERC,30887,1,FRAM2,21.5,21.3,6.97,21.549338,186,2017,NA,NA,NA,NSF,SERC308871,0,0,0,0
SERC,30914,1,FRAM2,37,36.9,9.93,37.01687,186,2017,NA,NA,NA,NSF,SERC309141,0,0,0,0
SERC,40254,1,FRAM2,9.9,9.6,4.42,9.957296,186,2017,NA,NA,NA,NSF,SERC402541,0,0,0,0
SERC,40663,1,FRAM2,17,17.1,4.79,17.023873,186,2017,NA,NA,NA,NSF,SERC406631,0,0,0,0
SERC,41915,1,FRAM2,42.7,42.6,7.55,42.785944,186,2017,NA,NA,NA,NSF,SERC419151,0,0,0,0
SERC,42016,1,FRAM2,44.8,44.7,6.58,44.811141,186,2017,NA,NA,NA,NSF,SERC420161,0,0,0,0
SERC,51094,1,FRAM2,44.1,43.9,6.01,44.03602,188,2017,NA,NA,NA,NSF,SERC510941,0,0,0,0
SERC,51266,1,FRAM2,16.6,16.4,6.21,16.585039,188,2017,NA,NA,NA,NSF,SERC512661,0,0,0,0
SERC,53665,1,FRAM2,6.3,6.5,6.1,6.307639,188,2017,NA,NA,NA,NSF,SERC536651,0,0,0,0
SERC,53676,1,FRAM2,8.3,8.3,7.73,8.305411,188,2017,NA,NA,NA,NSF,SERC536761,0,0,0,0
SERC,53809,1,FRAM2,25.4,24.5,2.31,25.446792,188,2017,NA,NA,NA,NSF,SERC538091,0,0,0,0
SERC,53811,1,FRAM2,17.4,16.8,5.6,17.540693,188,2017,NA,NA,NA,NSF,SERC538111,0,0,0,0
SERC,53813,1,FRAM2,29,28.5,7.77,29.168704,188,2017,NA,NA,NA,NSF,SERC538131,0,0,0,0
SERC,53873,1,FRAM2,15.6,15.8,5.56,15.613687,188,2017,NA,NA,NA,NSF,SERC538731,0,0,0,0
SERC,53884,1,FRAM2,68.8,68.7,10.4,68.955972,188,2017,NA,NA,NA,NSF,SERC538841,0,0,0,0
SERC,60306,1,FRAM2,33.3,33.1,42.73,33.54287,188,2017,NA,NA,NA,NSF,SERC603061,0,0,0,0
SERC,61290,1,FRAM2,5.5,5.4,5.95,5.505411,186,2017,NA,NA,NA,NSF,SERC612901,0,0,0,0
SERC,100334,1,FRAM2,22,22.2,41.24,22.204992,188,2017,NA,NA,NA,NSF,SERC1003341,0,0,0,0
SERC,100396,1,FRAM2,59,58.9,3.97,59.100904,188,2017,NA,NA,NA,NSF,SERC1003961,0,0,0,0
SERC,110126,1,FRAM2,8.6,8.5,8.16,8.613687,188,2017,NA,NA,NA,NSF,SERC1101261,0,0,0,0
SERC,110842,1,FRAM2,8.8,8.6,6.55,8.830876,188,2017,NA,NA,NA,NSF,SERC1108421,0,0,0,0
SERC,140970,1,FRAM2,72.2,71.1,79.66,72.479794,188,2017,NA,NA,NA,NSF,SERC1409701,0,0,0,0
SERC,152478,1,FRAM2,7.9,7.9,1.65,7.92451,186,2017,NA,NA,NA,NSF,SERC1524781,0,0,0,0
SERC,152985,1,FRAM2,18.1,17.9,7.6,18.111459,188,2017,NA,NA,NA,NSF,SERC1529851,0,0,0,0
SERC,161972,1,FRAM2,26.3,26.2,11.27,26.420958,186,2017,NA,NA,NA,NSF,SERC1619721,0,0,0,0
SERC,1,1,PRSE2,28.6,28.4,2.22,28.580583,184,2017,NA,NA,NA,NSF,SERC11,0,0,0,0
SERC,2,1,PRSE2,23,23,7,23.01878,184,2017,NA,NA,NA,NSF,SERC21,0,0,0,0
SERC,3,1,PRSE2,30.2,30.2,1.41,30.184085,184,2017,NA,NA,NA,NSF,SERC31,0,0,0,0
SERC,4,1,PRSE2,7.5,7.9,3.11,7.503501,184,2017,NA,NA,NA,NSF,SERC41,0,0,0,0
SERC,7,1,PRSE2,32.6,32.5,2.36,32.57549,184,2017,NA,NA,NA,NSF,SERC71,0,0,0,0
SERC,9,1,PRSE2,30.6,30.3,7.18,30.597135,184,2017,NA,NA,NA,NSF,SERC91,0,0,0,0
SERC,10,1,PRSE2,17.5,17,1.23,17.492997,184,2017,NA,NA,NA,NSF,SERC101,0,0,0,0
SERC,11,1,PRSE2,26,25.3,2.1,25.919786,184,2017,NA,NA,NA,NSF,SERC111,0,0,0,0
SERC,12,1,PRSE2,14.5,14.7,3.42,14.493634,184,2017,NA,NA,NA,NSF,SERC121,0,0,0,0
SERC,15,1,PRSE2,30,29.3,7.1,29.992679,184,2017,NA,NA,NA,NSF,SERC151,0,0,0,0
SERC,16,1,PRSE2,30.9,29.4,6.4,30.900318,184,2017,NA,NA,NA,NSF,SERC161,0,0,0,0
SERC,17,1,PRSE2,16.1,15.8,3.61,16.071989,184,2017,NA,NA,NA,NSF,SERC171,0,0,0,0
SERC,18,1,PRSE2,6.8,6.8,6.67,6.795862,184,2017,NA,NA,NA,NSF,SERC181,0,0,0,0
SERC,20,1,PRSE2,30.1,29.5,2.24,30.08313,184,2017,NA,NA,NA,NSF,SERC201,0,0,0,0
SERC,21,1,PRSE2,19.1,18.9,6.64,19.121645,184,2017,NA,NA,NA,NSF,SERC211,0,0,0,0
SERC,22,1,PRSE2,37,36.8,5.22,37.033741,184,2017,NA,NA,NA,NSF,SERC221,0,0,0,0
SERC,23,1,PRSE2,55.3,53.5,2.93,55.275172,184,2017,NA,NA,NA,NSF,SERC231,0,0,0,0
SERC,25,1,PRSE2,52.7,52.7,0.02,52.664986,184,2017,NA,NA,NA,NSF,SERC251,0,0,0,0
SERC,26,1,PRSE2,31.1,30.9,3.93,31.098408,184,2017,NA,NA,NA,NSF,SERC261,0,0,0,0
SERC,27,1,PRSE2,26.5,25.6,4.2,26.495544,184,2017,NA,NA,NA,NSF,SERC271,0,0,0,0
SERC,28,1,PRSE2,56.7,56.4,26.08,56.87698,184,2017,NA,NA,NA,NSF,SERC281,0,0,0,0
SERC,29,1,PRSE2,35.2,34.3,7.17,35.191406,184,2017,NA,NA,NA,NSF,SERC291,0,0,0,0
SERC,30,1,PRSE2,26.5,26.4,3.57,26.497454,184,2017,NA,NA,NA,NSF,SERC301,0,0,0,0
SERC,69,1,PRSE2,45.1,44.2,7.73,45.233054,184,2017,NA,NA,NA,NSF,SERC691,0,0,0,0
SERC,70,1,PRSE2,40.8,40.2,4.33,40.812096,184,2017,NA,NA,NA,NSF,SERC701,0,0,0,0
SERC,71,1,PRSE2,74.3,74.1,14.58,74.400586,184,2017,NA,NA,NA,NSF,SERC711,0,0,0,0
SERC,72,1,PRSE2,21.3,21.1,4.24,21.289177,184,2017,NA,NA,NA,NSF,SERC721,0,0,0,0
SERC,73,1,PRSE2,35.1,34.8,6.62,35.065941,184,2017,NA,NA,NA,NSF,SERC731,0,0,0,0
SERC,74,1,PRSE2,27.6,27.1,2.33,27.60573,184,2017,NA,NA,NA,NSF,SERC741,0,0,0,0
SERC,75,1,PRSE2,41.6,41.3,1.86,41.597135,184,2017,NA,NA,NA,NSF,SERC751,0,0,0,0
SERC,76,1,PRSE2,30.6,29.9,7.56,30.522969,184,2017,NA,NA,NA,NSF,SERC761,0,0,0,0
SERC,77,1,PRSE2,18.9,18.4,4.35,18.816284,184,2017,NA,NA,NA,NSF,SERC771,0,0,0,0
SERC,78,1,PRSE2,21,20.8,2.4,20.968169,184,2017,NA,NA,NA,NSF,SERC781,0,0,0,0
SERC,79,1,PRSE2,15.1,14.4,3.99,15.095225,184,2017,NA,NA,NA,NSF,SERC791,0,0,0,0
SERC,140187,1,PRSE2,10.2,9.9,9.44,10.367113,188,2017,NA,NA,NA,NSF,SERC1401871,0,0,0,0
SERC,142244,1,PRSE2,10,10.1,6.09,9.994907,188,2017,NA,NA,NA,NSF,SERC1422441,0,0,0,0
SERC,160708,1,PRSE2,9.5,9.5,1.71,9.49809,188,2017,NA,NA,NA,NSF,SERC1607081,0,0,0,0
SERC,162640,1,PRSE2,6.6,6.4,6.64,6.697403,188,2017,NA,NA,NA,NSF,SERC1626401,0,0,0,0
SERC,162892,1,PRSE2,17.1,16.8,5.45,17.183079,188,2017,NA,NA,NA,NSF,SERC1628921,0,0,0,0
SERC,210118,1,PRSE2,22.2,22.2,5.18,22.195544,184,2017,NA,NA,NA,NSF,SERC2101181,0,0,0,0
SERC,210206,1,PRSE2,26.2,25.7,2.19,26.195225,184,2017,NA,NA,NA,NSF,SERC2102061,0,0,0,0
SERC,210504,1,PRSE2,41.3,41.3,6.57,41.300318,184,2017,NA,NA,NA,NSF,SERC2105041,0,0,0,0
SERC,210617,1,PRSE2,16.1,16.1,3.47,16.088859,184,2017,NA,NA,NA,NSF,SERC2106171,0,0,0,0
SERC,220187,1,PRSE2,15.7,15.6,4.66,15.688223,184,2017,NA,NA,NA,NSF,SERC2201871,0,0,0,0
SERC,220188,1,PRSE2,8,8,3.69,8.00191,184,2017,NA,NA,NA,NSF,SERC2201881,0,0,0,0
SERC,220229,1,PRSE2,64.8,65.8,5.15,64.857932,184,2017,NA,NA,NA,NSF,SERC2202291,0,0,0,0
SERC,220244,1,PRSE2,8.7,9,2.91,8.701592,184,2017,NA,NA,NA,NSF,SERC2202441,0,0,0,0
SERC,220577,1,PRSE2,6.5,5.9,1.78,6.502228,184,2017,NA,NA,NA,NSF,SERC2205771,0,0,0,0
SERC,8,1,QURU,21.2,20.7,7.73,21.293265,187,2017,NA,NA,NA,NSF,SERC81,0,0,0,0
SERC,31,1,QURU,19.3,19,13.65,19.506583,187,2017,NA,NA,NA,NSF,SERC311,0,0,0,0
SERC,32,1,QURU,10.8,10.6,11.56,11.003718,187,2017,NA,NA,NA,NSF,SERC321,0,0,0,0
SERC,33,1,QURU,33.8,33.5,17.01,34.047327,187,2017,NA,NA,NA,NSF,SERC331,0,0,0,0
SERC,34,1,QURU,48.9,48.5,17.07,49.209716,187,2017,NA,NA,NA,NSF,SERC341,0,0,0,0
SERC,35,1,QURU,29.9,29.6,11.63,30.157513,187,2017,NA,NA,NA,NSF,SERC351,0,0,0,0
SERC,36,1,QURU,66.8,66,32.34,67.520972,187,2017,NA,NA,NA,NSF,SERC361,0,0,0,0
SERC,37,1,QURU,51.4,50.8,14.39,51.726586,187,2017,NA,NA,NA,NSF,SERC371,0,0,0,0
SERC,38,1,QURU,77.6,77.6,7.29,77.658569,187,2017,NA,NA,NA,NSF,SERC381,0,0,0,0
SERC,39,1,QURU,34.8,34.3,20.99,35.204254,187,2017,NA,NA,NA,NSF,SERC391,0,0,0,0
SERC,40,1,QURU,25.3,24.8,13.49,25.547645,187,2017,NA,NA,NA,NSF,SERC401,0,0,0,0
SERC,41,1,QURU,64.7,63.9,30.84,65.287282,187,2017,NA,NA,NA,NSF,SERC411,0,0,0,0
SERC,42,1,QURU,28.6,28.4,7.05,28.797352,187,2017,NA,NA,NA,NSF,SERC421,0,0,0,0
SERC,43,1,QURU,91.3,88.7,22.97,91.742769,187,2017,NA,NA,NA,NSF,SERC431,0,0,0,0
SERC,80,1,QURU,24.9,14.6,10.07,25.086848,187,2017,NA,NA,NA,NSF,SERC801,0,0,0,0
SERC,81,1,QURU,60,58.4,10.97,59.984085,187,2017,NA,NA,NA,NSF,SERC811,0,0,0,0
SERC,82,1,QURU,51.5,51.2,10.77,51.526101,187,2017,NA,NA,NA,NSF,SERC821,0,0,0,0
SERC,83,1,QURU,21.4,21.9,5.65,21.40573,187,2017,NA,NA,NA,NSF,SERC831,0,0,0,0
SERC,84,1,QURU,57.1,56.2,13.01,57.122282,187,2017,NA,NA,NA,NSF,SERC841,0,0,0,0
SERC,85,1,QURU,30.4,30.2,7.27,30.40382,187,2017,NA,NA,NA,NSF,SERC851,0,0,0,0
SERC,1344,1,QURU,31.7,31.7,10.31,31.903082,187,2017,NA,NA,NA,NSF,SERC13441,0,0,0,0
SERC,3932,1,QURU,33.9,33.8,8.41,34.000586,187,2017,NA,NA,NA,NSF,SERC39321,0,0,0,0
SERC,8429,1,QURU,107.6,104.4,14.99,107.86929,187,2017,NA,NA,NA,NSF,SERC84291,0,0,0,0
SERC,10285,1,QURU,26.3,25.9,11.59,26.52982,186,2017,NA,NA,NA,NSF,SERC102851,0,0,0,0
SERC,10660,1,QURU,5.4,5.4,7.95,5.40382,186,2017,NA,NA,NA,NSF,SERC106601,0,0,0,0
SERC,10686,1,QURU,67.5,67,23.55,67.860963,186,2017,NA,NA,NA,NSF,SERC106861,0,0,0,0
SERC,20307,1,QURU,12.6,12.4,5.59,12.611459,186,2017,NA,NA,NA,NSF,SERC203071,0,0,0,0
SERC,20424,1,QURU,24.9,24.8,9.74,24.96589,186,2017,NA,NA,NA,NSF,SERC204241,0,0,0,0
SERC,21159,1,QURU,49.4,50,22.5,49.778789,186,2017,NA,NA,NA,NSF,SERC211591,0,0,0,0
SERC,21514,1,QURU,103.6,102.3,17.96,103.914808,186,2017,NA,NA,NA,NSF,SERC215141,0,0,0,0
SERC,21524,1,QURU,31.5,31.3,7.55,31.627961,186,2017,NA,NA,NA,NSF,SERC215241,0,0,0,0
SERC,30757,1,QURU,31.6,31.4,14.26,31.601273,186,2017,NA,NA,NA,NSF,SERC307571,0,0,0,0
SERC,30786,1,QURU,14.3,14.1,3.49,14.298408,186,2017,NA,NA,NA,NSF,SERC307861,0,0,0,0
SERC,30928,1,QURU,16.6,16.5,7.93,16.660479,186,2017,NA,NA,NA,NSF,SERC309281,0,0,0,0
SERC,31003,1,QURU,62.7,62.1,22.31,63.074969,186,2017,NA,NA,NA,NSF,SERC310031,0,0,0,0
SERC,31155,1,QURU,37.7,37.4,17.17,37.965152,186,2017,NA,NA,NA,NSF,SERC311551,0,0,0,0
SERC,31514,1,QURU,86.4,83.6,44.74,86.675975,186,2017,NA,NA,NA,NSF,SERC315141,0,0,0,0
SERC,40443,1,QURU,60.1,60.9,42.5,60.562823,186,2017,NA,NA,NA,NSF,SERC404431,0,0,0,0
SERC,41154,1,QURU,62.6,61.8,28.45,63.105158,186,2017,NA,NA,NA,NSF,SERC411541,0,0,0,0
SERC,70390,1,QURU,9.2,9,4.93,9.217507,188,2017,NA,NA,NA,NSF,SERC703901,0,0,0,0
SERC,100347,1,QURU,9.8,9.6,10.17,9.910772,188,2017,NA,NA,NA,NSF,SERC1003471,0,0,0,0
SERC,100865,1,QURU,101.1,100.2,41.15,101.517304,188,2017,NA,NA,NA,NSF,SERC1008651,0,0,0,0
SERC,130285,1,QURU,112.7,112.6,89.05,112.94669,184,2017,NA,NA,NA,NSF,SERC1302851,0,0,0,0
SERC,130528,1,QURU,123.6,71.9,24.25,124.063778,184,2017,NA,NA,NA,NSF,SERC1305281,0,0,0,0
SERC,130532,1,QURU,57.9,58.1,86.17,58.140642,184,2017,NA,NA,NA,NSF,SERC1305321,0,0,0,0
SERC,130534,1,QURU,51.9,52.3,71.77,52.149237,184,2017,NA,NA,NA,NSF,SERC1305341,0,0,0,0
SERC,130535,1,QURU,84.4,83.2,67.68,84.550242,184,2017,NA,NA,NA,NSF,SERC1305351,0,0,0,0
SERC,130617,1,QURU,79.2,78.5,51.65,79.274803,184,2017,NA,NA,NA,NSF,SERC1306171,0,0,0,0
SERC,130947,1,QURU,67.7,66,64.27,67.855017,184,2017,NA,NA,NA,NSF,SERC1309471,0,0,0,0
SERC,131300,1,QURU,69.3,68.6,8.71,69.386899,184,2017,NA,NA,NA,NSF,SERC1313001,0,0,0,0
SERC,10587,1,ACRU,7.8,7.7,4.81,7.823237,195,2017,NA,NA,NA,NSF,SERC105871,0,0,0,0
SERC,11030,1,ACRU,7.5,7.5,17.86,7.860327,195,2017,NA,NA,NA,NSF,SERC110301,0,0,0,0
SERC,20448,1,ACRU,6.7,6.4,17.5,6.70382,195,2017,NA,NA,NA,NSF,SERC204481,0,0,0,0
SERC,30647,1,ACRU,11.8,11.3,3.45,11.78313,195,2017,NA,NA,NA,NSF,SERC306471,0,0,0,0
SERC,40430,1,ACRU,11.5,11.6,25.88,11.514642,193,2017,NA,NA,NA,NSF,SERC404301,0,0,0,0
SERC,40529,1,ACRU,20.6,20.3,3.84,20.601592,193,2017,NA,NA,NA,NSF,SERC405291,0,0,0,0
SERC,43389,1,ACRU,51,49.6,53,51.103132,195,2017,NA,NA,NA,NSF,SERC433891,0,0,0,0
SERC,50336,2,ACRU,70.1,71.5,10.92,70.156023,195,2017,NA,NA,NA,NSF,SERC503362,0,0,0,0
SERC,50348,1,ACRU,32.6,32.4,21.85,32.681806,195,2017,NA,NA,NA,NSF,SERC503481,0,0,0,0
SERC,50711,1,ACRU,72.5,71.9,47.53,72.698625,195,2017,NA,NA,NA,NSF,SERC507111,0,0,0,0
SERC,50925,1,ACRU,33.8,32.6,29.46,33.850293,195,2017,NA,NA,NA,NSF,SERC509251,0,0,0,0
SERC,50927,1,ACRU,27,26.7,52.42,27.137828,195,2017,NA,NA,NA,NSF,SERC509271,0,0,0,0
SERC,50932,1,ACRU,25.3,25.2,23.05,25.358887,195,2017,NA,NA,NA,NSF,SERC509321,0,0,0,0
SERC,51027,1,ACRU,26.4,25.9,22.33,26.879375,195,2017,NA,NA,NA,NSF,SERC510271,0,0,0,0
SERC,60127,1,ACRU,6.9,6.8,5.47,6.959842,195,2017,NA,NA,NA,NSF,SERC601271,0,0,0,0
SERC,60609,1,ACRU,5.7,5.7,6.2,5.761434,195,2017,NA,NA,NA,NSF,SERC606091,0,0,0,0
SERC,80941,1,ACRU,5.3,5.2,7.09,5.295225,193,2017,NA,NA,NA,NSF,SERC809411,0,0,0,0
SERC,90101,1,ACRU,57.2,55.4,71.61,57.38271,195,2017,NA,NA,NA,NSF,SERC901011,0,0,0,0
SERC,90115,1,ACRU,25.1,24.4,1.61,25.125146,195,2017,NA,NA,NA,NSF,SERC901151,0,0,0,0
SERC,90224,1,ACRU,31.7,31.7,52.98,31.823823,195,2017,NA,NA,NA,NSF,SERC902241,0,0,0,0
SERC,90428,1,ACRU,26.9,26.9,20.98,26.927375,195,2017,NA,NA,NA,NSF,SERC904281,0,0,0,0
SERC,90431,1,ACRU,41.1,39.6,10.53,41.105411,195,2017,NA,NA,NA,NSF,SERC904311,0,0,0,0
SERC,90545,1,ACRU,88.2,86.4,87.23,88.393532,195,2017,NA,NA,NA,NSF,SERC905451,0,0,0,0
SERC,90684,1,ACRU,51.2,50.9,75.94,51.384938,195,2017,NA,NA,NA,NSF,SERC906841,0,0,0,0
SERC,100916,1,ACRU,43.7,44,54.29,43.933321,195,2017,NA,NA,NA,NSF,SERC1009161,0,0,0,0
SERC,100947,1,ACRU,28.9,28.5,8.39,29.126,195,2017,NA,NA,NA,NSF,SERC1009471,0,0,0,0
SERC,101140,1,ACRU,33.2,33.2,6.64,33.358837,195,2017,NA,NA,NA,NSF,SERC1011401,0,0,0,0
SERC,101325,1,ACRU,17.5,17.4,5.6,17.549338,195,2017,NA,NA,NA,NSF,SERC1013251,0,0,0,0
SERC,101709,1,ACRU,35.3,36.6,24.37,35.435282,195,2017,NA,NA,NA,NSF,SERC1017091,0,0,0,0
