SITE,YEAR,TREE_ID,BAND_NUM,SP,UNIQUE_ID,DATA_SET,ORG_DBH,GAP_WIDTH,DBH,DOY,SKIP,ADJUST,REMOVE,NEW_BAND
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.85,20.9031831,202,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,48.58,30.37392686,205,0,1,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,110.92,85.97387616,205,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.81,20.90190986,205,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,48.92,30.3847494,210,0,1,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,111.21,85.98310715,210,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.81,20.90190986,210,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.02,30.3879325,215,0,1,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,111.54,85.99361138,215,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.83,20.90254648,215,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.03,30.38825081,218,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,111.7,85.99870434,218,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.84,20.90286479,218,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.44,30.40130151,224,0,1,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,112.4,86.02098603,224,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.9,20.90477465,224,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.42,30.40066489,233,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,112.56,86.02607899,233,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.85,20.9031831,233,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.48,30.40257475,237,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,112.6,86.02735223,237,0,0,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.87,20.90381972,237,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.47,30.40225644,245,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,112.51,86.02448744,245,0,0,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.85,20.9031831,245,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.43,30.4009832,252,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,112.37,86.0200311,252,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.83,20.90254648,252,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.54,30.40448461,259,0,1,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,112.58,86.02671561,259,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.82,20.90222817,259,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.51,30.40352968,266,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,112.37,86.0200311,266,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,14.82,20.90222817,266,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.88,30.41530715,281,0,1,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,113.68,86.06172969,281,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,15.27,20.91655211,281,0,1,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.87,30.41498884,288,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,113.6,86.05918321,288,0,0,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,15.24,20.91559718,288,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.88,30.41530715,299,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,113.28,86.0489973,299,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,15.19,20.91400563,299,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.94,30.417217,320,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,113.35,86.05122547,320,0,0,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,15.26,20.9162338,320,0,0,0,0
SERC,2015,30193,2,FAGR,SERC301931,INT,29.2,49.95,30.41753531,344,0,0,0,0
SERC,2015,30261,1,LIST2,SERC302611,INT,84.7,113.76,86.06427617,344,0,1,0,0
SERC,2015,30199,1,QUAL,SERC301991,INT,20.9,15.3,20.91750704,344,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,50.03,30.42008179,33,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,114.58,86.09037758,33,0,1,0,1
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,14.96,20.90668451,33,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.88,30.41530715,50,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,114.76,86.09610716,50,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.11,20.91145916,50,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.99,30.41880855,61,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,114.26,86.08019167,61,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.04,20.90923099,61,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,50.01,30.41944517,68,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.96,86.07064237,68,0,1,0,1
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.05,20.9095493,68,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.98,30.41849024,78,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.79,86.0652311,78,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.04,20.90923099,78,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.99,30.41880855,83,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.55,86.05759166,83,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.02,20.90859437,83,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.93,30.41689869,91,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.21,86.04676913,91,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,14.99,20.90763944,91,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,50.01,30.41944517,96,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.25,86.04804237,96,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.06,20.90986761,96,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.96,30.41785362,99,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.3,86.04963392,99,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.13,20.91209578,99,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.97,30.41817193,103,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.25,86.04804237,103,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.08,20.91050423,103,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.96,30.41785362,106,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.29,86.04931561,106,0,0,0,1
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.1,20.91114085,106,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.92,30.41658038,110,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,112.79,86.03340011,110,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.32,86.03340011,112,0,0,0,1
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.08,20.91050423,110,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.8,30.41276067,113,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,112.57,86.0263973,113,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.22,86.03021701,113,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.12,20.91177747,113,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.81,30.41307898,117,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,112.21,86.01493814,117,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,9.58,86.00984518,117,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.23,20.91527887,117,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,49.95,30.41753531,124,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.44,86.05409026,124,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,9.88,86.01939448,124,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.71,20.93055775,124,0,1,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,50.04,30.4204001,127,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.81,86.06586772,127,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.03,86.02416913,127,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.76,20.9321493,127,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,50.06,30.42103672,132,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,113.96,86.07064237,132,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.08,86.02576068,132,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.81,20.93374085,132,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,50.4,30.43185926,137,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,114.23,86.07923674,137,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.27,86.03180856,137,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.85,20.93501409,137,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,50.45,30.43345081,141,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,114.23,86.07923674,141,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.4,86.03594659,141,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.81,20.93374085,141,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,50.98,30.45032123,145,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,114.41,86.08496631,145,0,1,0,1
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.47,86.03817476,145,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.95,20.93819719,145,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,51.2,30.45732405,148,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,114.42,86.08528462,148,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.34,86.03403673,148,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.93,20.93756057,148,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,52.6,30.50188743,152,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,115.06,86.10565646,152,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,10.87,86.05090716,152,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16,20.93978874,152,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,54.45,30.56077476,158,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,116.39,86.14799167,158,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,12.32,86.09706209,158,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.98,20.93915212,158,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,54.89,30.5747804,161,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,116.83,86.16199731,161,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,12.51,86.10310998,161,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.84,20.93469578,161,0,1,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,55.86,30.60565646,166,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,116.92,86.1648621,166,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,12.53,86.1037466,166,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.8,20.93342254,166,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,56.81,30.6358959,169,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,117.99,86.19892125,169,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,13.58,86.13716914,169,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.96,20.9385155,169,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,57.05,30.64353533,173,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,118.16,86.20433252,173,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,13.67,86.14003393,173,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,15.88,20.93596902,173,0,1,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,58.1,30.67695787,176,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,119.62,86.25080577,176,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,15.14,86.18682548,176,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.13,20.94392676,176,0,1,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,59.25,30.71356351,181,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,120.78,86.28772971,181,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,16.14,86.21865647,181,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.13,20.94392676,181,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,60.52,30.75398886,187,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,122.1,86.32974662,187,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,17.47,86.26099168,187,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.29,20.94901972,187,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,60.83,30.76385647,190,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,122.35,86.33770436,190,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,17.67,86.26735788,190,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.24,20.94742817,190,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,61.55,30.78677478,194,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,122.99,86.3580762,194,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,18.38,86.28995788,194,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.18,20.94551831,194,0,1,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,62.24,30.80873816,197,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,123.9,86.3870424,197,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,19.35,86.32083394,197,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.36,20.95124789,197,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,63.01,30.83324803,201,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,124.62,86.40996071,201,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,20.08,86.34407056,201,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.35,20.95092958,201,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,63.83,30.85934944,207,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,125.35,86.43319733,207,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,20.73,86.3647607,207,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.3,20.94933803,207,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,64.62,30.88449592,211,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,126.47,86.46884804,211,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,21.72,86.39627338,211,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.41,20.95283944,211,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,65.1,30.89977479,215,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,127.23,86.49303959,215,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,22.47,86.42014662,215,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.5,20.95570423,215,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,65.33,30.90709592,218,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,127.43,86.49940579,218,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,22.62,86.42492127,218,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.46,20.95443099,218,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,65.98,30.92778606,222,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,127.81,86.51150156,222,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,22.96,86.43574381,222,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.39,20.95220282,222,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,66.79,30.95356916,228,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,129.11,86.55288185,228,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,24.12,86.47266776,228,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,16.4,20.95252113,228,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.09,30.96311846,232,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,129.8,86.57484523,232,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,24.91,86.49781424,232,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.38,20.9837155,232,0,1,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.41,30.97330438,236,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,130.18,86.58694101,236,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,25.34,86.51150156,236,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.38,20.9837155,236,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.43,30.973941,239,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,130.19,86.58725932,239,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,25.31,86.51054663,239,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.31,20.98148733,239,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.41,30.97330438,243,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,130.18,86.58694101,243,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,25.25,86.50863677,243,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.29,20.98085071,243,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.62,30.97998888,246,0,1,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,130.74,86.60476636,246,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,25.95,86.53091847,246,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.28,20.9805324,246,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.59,30.97903395,250,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,130.7,86.60349312,250,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,25.84,86.52741706,250,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.24,20.97925916,250,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.57,30.97839733,253,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,130.54,86.59840016,253,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,25.79,86.52582551,253,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.24,20.97925916,253,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.58,30.97871564,257,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,130.68,86.6028565,257,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,25.81,86.52646213,257,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.18,20.9773493,257,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.71,30.98285367,264,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,131.23,86.62036354,264,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,26.28,86.54142269,264,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.34,20.98244226,264,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.7,30.98253536,267,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,131.47,86.62800298,267,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,26.64,86.55288185,267,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.36,20.98307888,267,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.78,30.98508184,271,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,131.44,86.62704805,271,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,26.61,86.55192692,271,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.3,20.98116902,271,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.9,30.98890156,278,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,132.16,86.64996636,278,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,27.3,86.5738903,278,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.47,20.98658029,278,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.93,30.98985649,288,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,132.17,86.65028467,288,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,27.42,86.57771002,288,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.45,20.98594367,288,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.9,30.98890156,295,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,132.11,86.64837481,295,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,27.34,86.57516354,295,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.45,20.98594367,295,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.95,30.99049311,302,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,131.89,86.641372,302,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,27.02,86.56497762,302,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.38,20.9837155,302,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,67.99,30.99176635,313,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,131.63,86.63309594,313,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,26.83,86.55892974,313,0,1,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.35,20.98276057,313,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,68.05,30.99367621,327,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,131.6,86.63214101,327,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,26.92,86.56179452,327,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.3,20.98116902,327,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,68.16,30.99717762,343,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,132.01,86.64519171,343,0,1,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,27.04,86.56561424,343,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.39,20.98403381,343,0,0,0,0
SERC,2016,30193,2,FAGR,SERC301931,INT,29.2,68.24,30.9997241,357,0,0,0,0
SERC,2016,30261,1,LIST2,SERC302611,INT,84.7,132.16,86.64996636,357,0,0,0,0
SERC,2016,30261,2,LIST2,SERC302612,INT,84.7,27.03,86.56529593,357,0,0,0,0
SERC,2016,30199,1,QUAL,SERC301991,INT,20.9,17.24,20.97925916,357,0,0,0,0
SERC,2017,30193,2,FAGR,SERC301931,INT,29.2,68.23,30.99940579,4,0,0,0,0
SERC,2017,30261,1,LIST2,SERC302611,INT,84.7,132.34,86.65569594,4,0,1,0,0
SERC,2017,30261,2,LIST2,SERC302612,INT,84.7,27.23,86.57166213,4,0,1,0,0
SERC,2017,30199,1,QUAL,SERC301991,INT,20.9,17.3,20.98116902,4,0,0,0,0
